,0,1,2,3
90,71,abv,0.125,0.125%
91,72,ounces,16.0,16.0 OZ.
92,73,ounces,16.0,16.0 oz.
93,74,ounces,16.0,16.0 oz
94,75,ounces,16.0,16.0 ounce
95,76,ounces,16.0,16.0 oz
96,77,ounces,16.0,16.0 oz.
97,78,ounces,16.0,16.0 ounce
98,79,ounces,16.0,16.0 OZ.
99,79,abv,0.051,0.051%
100,80,ounces,16.0,16.0 ounce
101,80,abv,0.065,0.065%
102,81,ounces,16.0,16.0 oz.
103,82,ounces,16.0,16.0 oz
104,83,ounces,16.0,16.0 ounce
105,84,ounces,16.0,16.0 OZ.
106,85,ounces,16.0,16.0 oz.
107,86,ounces,12.0,12.0 OZ.
108,87,ounces,12.0,12.0 oz. Alumi-Tek
109,88,ounces,12.0,12.0 oz
110,89,ounces,12.0,12.0 oz.
111,90,ounces,12.0,12.0 OZ.
112,91,ounces,12.0,12.0 OZ.
113,91,city,Madison,Madison WI
114,91,state,WI,
115,92,ounces,16.0,16.0 oz
116,93,ounces,16.0,16.0 OZ.
117,94,ounces,16.0,16.0 oz. Alumi-Tek
118,95,ounces,16.0,16.0 oz
119,96,ounces,16.0,16.0 ounce
120,97,ounces,12.0,12.0 oz. Alumi-Tek
121,97,abv,0.059,0.059000000000000004%
122,98,ounces,12.0,12.0 ounce
123,98,abv,0.065,0.065%
124,99,ounces,12.0,12.0 oz
125,99,abv,0.045,0.045%
126,100,ounces,12.0,12.0 oz.
127,101,ounces,12.0,12.0 ounce
128,101,abv,0.056,0.055999999999999994%
129,102,ounces,12.0,12.0 oz.
130,103,ounces,12.0,12.0 oz
131,104,ounces,12.0,12.0 oz.
132,104,abv,0.048,0.048%
133,105,ounces,12.0,12.0 oz
134,106,ounces,12.0,12.0 ounce
135,107,ounces,12.0,12.0 ounce
136,108,ounces,12.0,12.0 oz
137,109,ounces,12.0,12.0 oz.
138,109,abv,0.058,0.057999999999999996%
139,110,ounces,12.0,12.0 oz. Alumi-Tek
140,111,ounces,16.0,16.0 oz
141,112,ounces,12.0,12.0 oz.
142,112,abv,0.058,0.057999999999999996%
143,113,ounces,12.0,12.0 oz
144,114,ounces,12.0,12.0 oz
145,114,abv,0.057,0.057%
146,115,ounces,12.0,12.0 ounce
147,115,abv,0.069,0.069%
148,116,ounces,12.0,12.0 ounce
149,117,ounces,12.0,12.0 ounce
150,118,ounces,12.0,12.0 oz.
151,119,ounces,12.0,12.0 oz.
152,120,ounces,16.0,16.0 ounce
153,121,ounces,16.0,16.0 oz
154,121,abv,0.054,0.054000000000000006%
155,122,ounces,16.0,16.0 oz.
156,122,abv,0.047,0.047%
157,122,city,Hayward,Hayward WI
158,122,state,WI,
159,123,ounces,16.0,16.0 oz.
160,124,ounces,16.0,16.0 oz.
161,124,abv,0.05,0.05%
162,125,ounces,12.0,12.0 OZ.
163,126,ounces,12.0,12.0 oz.
164,127,ounces,12.0,12.0 ounce
165,128,ounces,12.0,12.0 OZ.
166,128,abv,0.085,0.085%
167,129,ounces,16.0,16.0 oz.
168,130,ounces,16.0,16.0 oz. Alumi-Tek
169,131,ounces,16.0,16.0 ounce
170,132,ounces,12.0,12.0 oz. Silo Can
171,132,abv,0.06,0.06%
172,133,ounces,12.0,12.0 oz.
173,134,ounces,12.0,12.0 oz
174,135,ounces,12.0,12.0 ounce
175,135,city,Denton,Denton TX
176,135,state,TX,
177,136,ounces,12.0,12.0 oz.
178,136,abv,0.051,0.051%
179,137,ounces,16.0,16.0 oz
180,138,ounces,16.0,16.0 oz.
181,139,ounces,12.0,12.0 oz
182,140,ounces,12.0,12.0 oz
183,140,city,Asheville,Asheville NC
184,140,state,NC,
185,141,ounces,12.0,12.0 oz.
186,142,ounces,16.0,16.0 ounce
187,143,ounces,16.0,16.0 oz. Alumi-Tek
188,144,ounces,16.0,16.0 oz. Silo Can
189,145,ounces,12.0,12.0 oz.
190,146,ounces,12.0,12.0 oz
191,146,abv,0.07,0.07%
192,147,ounces,12.0,12.0 oz.
193,148,ounces,12.0,12.0 oz.
194,148,abv,0.082,0.08199999999999999%
195,149,ounces,12.0,12.0 ounce
196,150,ounces,12.0,12.0 OZ.
197,151,ounces,16.0,16.0 ounce
198,152,ounces,16.0,16.0 oz.
199,152,abv,0.055,0.055%
200,153,ounces,16.0,16.0 oz
201,154,ounces,12.0,12.0 oz.
202,155,ounces,12.0,12.0 oz
203,155,abv,0.05,0.05%
204,156,ounces,12.0,12.0 oz.
205,156,city,Detroit,Detroit MI
206,156,state,MI,
207,157,ounces,16.0,16.0 oz
208,158,ounces,12.0,12.0 OZ.
209,158,abv,0.062,0.062%
210,159,ounces,12.0,12.0 oz
211,160,ounces,12.0,12.0 oz.
212,161,ounces,12.0,12.0 ounce
213,162,ounces,12.0,12.0 oz.
214,162,abv,0.08,0.08%
215,163,ounces,12.0,12.0 oz.
216,164,ounces,12.0,12.0 oz.
217,165,ounces,12.0,12.0 oz.
218,166,ounces,12.0,12.0 oz
219,167,ounces,12.0,12.0 ounce
220,168,ounces,12.0,12.0 oz. Alumi-Tek
221,169,ounces,12.0,12.0 oz.
222,170,ounces,12.0,12.0 ounce
223,170,abv,0.048,0.048%
224,171,ounces,12.0,12.0 oz.
225,172,ounces,12.0,12.0 oz.
226,173,ounces,12.0,12.0 ounce
227,174,ounces,12.0,12.0 ounce
228,175,ounces,12.0,12.0 oz.
229,176,ounces,12.0,12.0 OZ.
230,176,abv,0.049,0.049%
231,177,ounces,12.0,12.0 oz.
232,178,ounces,12.0,12.0 ounce
233,179,ounces,12.0,12.0 ounce
234,179,abv,0.06,0.06%
235,180,ounces,12.0,12.0 oz
236,180,abv,0.06,0.06%
237,181,ounces,12.0,12.0 ounce
238,182,ounces,12.0,12.0 ounce
239,182,abv,0.044,0.044000000000000004%
240,183,ounces,12.0,12.0 ounce
241,183,abv,0.07,0.07%
242,184,ounces,12.0,12.0 ounce
243,184,abv,0.038,0.038%
244,184,city,San Diego,San Diego CA
245,184,state,CA,
246,185,ounces,12.0,12.0 OZ.
247,185,abv,0.052,0.052000000000000005%
248,186,ounces,12.0,12.0 OZ.
249,187,ounces,12.0,12.0 oz
250,188,ounces,12.0,12.0 oz.
251,189,ounces,12.0,12.0 oz. Alumi-Tek
252,190,ounces,12.0,12.0 oz
253,190,abv,0.045,0.045%
254,191,ounces,12.0,12.0 ounce
255,192,ounces,16.0,16.0 oz
256,193,ounces,12.0,12.0 oz.
257,194,ounces,12.0,12.0 oz
258,195,ounces,12.0,12.0 oz. Alumi-Tek
259,195,abv,0.049,0.049%
260,196,ounces,12.0,12.0 oz.
261,197,ounces,12.0,12.0 ounce
262,198,ounces,12.0,12.0 oz.
263,199,ounces,12.0,12.0 oz
264,200,ounces,12.0,12.0 ounce
265,201,ounces,12.0,12.0 oz.
266,201,abv,0.067,0.067%
267,202,ounces,12.0,12.0 oz.
268,203,ounces,12.0,12.0 oz.
269,204,ounces,12.0,12.0 oz
270,205,ounces,16.0,16.0 oz
271,205,abv,0.07,0.07%
272,206,ounces,12.0,12.0 oz
273,207,ounces,12.0,12.0 oz.
274,208,ounces,12.0,12.0 ounce
275,209,ounces,12.0,12.0 oz.
276,210,ounces,12.0,12.0 oz.
277,211,ounces,12.0,12.0 OZ.
278,211,abv,0.049,0.049%
279,212,ounces,12.0,12.0 oz
280,213,ounces,16.0,16.0 ounce
281,214,ounces,12.0,12.0 OZ.
282,215,ounces,12.0,12.0 oz. Alumi-Tek
283,215,abv,0.058,0.057999999999999996%
284,216,ounces,12.0,12.0 oz.
285,216,abv,0.068,0.068%
286,217,ounces,12.0,12.0 ounce
287,218,ounces,12.0,12.0 oz
288,218,abv,0.058,0.057999999999999996%
289,219,ounces,16.0,16.0 oz.
290,219,abv,0.06,0.06%
291,220,ounces,16.0,16.0 oz.
292,221,ounces,16.0,16.0 oz.
293,222,ounces,16.0,16.0 OZ.
294,223,ounces,16.0,16.0 oz.
295,224,ounces,12.0,12.0 oz.
296,225,ounces,16.0,16.0 ounce
297,226,ounces,12.0,12.0 oz.
298,226,abv,0.057,0.057%
299,227,ounces,12.0,12.0 OZ.
300,228,ounces,12.0,12.0 oz.
301,229,ounces,12.0,12.0 ounce
302,230,ounces,12.0,12.0 oz.
303,231,ounces,12.0,12.0 oz.
304,231,abv,0.06,0.06%
305,231,city,Duluth,Duluth MN
306,231,state,MN,
307,232,ounces,12.0,12.0 oz.
308,233,ounces,12.0,12.0 ounce
309,234,ounces,12.0,12.0 oz
310,235,ounces,12.0,12.0 oz.
311,235,abv,0.078,0.078%
312,236,ounces,12.0,12.0 oz.
313,236,abv,0.047,0.047%
314,237,ounces,12.0,12.0 oz
315,238,ounces,12.0,12.0 oz
316,238,abv,0.056,0.055999999999999994%
317,239,ounces,12.0,12.0 OZ.
318,240,ounces,16.0,16.0 oz. Alumi-Tek
319,241,ounces,12.0,12.0 ounce
320,241,abv,0.095,0.095%
321,242,ounces,16.0,16.0 oz.
322,243,ounces,16.0,16.0 oz
323,244,ounces,12.0,12.0 ounce
324,244,abv,0.07,0.07%
325,245,ounces,12.0,12.0 OZ.
326,246,ounces,12.0,12.0 ounce
327,247,ounces,16.0,16.0 oz.
328,248,ounces,16.0,16.0 ounce
329,249,ounces,12.0,12.0 oz.
330,250,ounces,16.0,16.0 oz.
331,251,ounces,12.0,12.0 oz.
332,252,ounces,12.0,12.0 oz.
333,253,ounces,12.0,12.0 ounce
334,254,ounces,12.0,12.0 oz
335,254,abv,0.05,0.05%
336,255,ounces,12.0,12.0 oz
337,256,ounces,12.0,12.0 oz.
338,257,ounces,12.0,12.0 oz.
339,258,ounces,12.0,12.0 oz.
340,259,ounces,12.0,12.0 oz
341,260,ounces,12.0,12.0 OZ.
342,261,ounces,12.0,12.0 ounce
343,262,ounces,12.0,12.0 oz
344,263,ounces,12.0,12.0 oz
345,264,ounces,12.0,12.0 oz.
346,264,abv,0.051,0.051%
347,265,ounces,12.0,12.0 oz.
348,266,ounces,12.0,12.0 ounce
349,266,abv,0.058,0.057999999999999996%
350,267,ounces,16.0,16.0 oz
351,268,ounces,16.0,16.0 ounce
352,268,abv,0.099,0.099%
353,269,ounces,16.0,16.0 OZ.
354,270,ounces,16.0,16.0 oz.
355,271,ounces,16.0,16.0 oz.
356,272,ounces,16.0,16.0 ounce
357,273,ounces,12.0,12.0 oz
358,274,ounces,12.0,12.0 oz
359,275,ounces,12.0,12.0 oz.
360,276,ounces,16.0,16.0 oz
361,277,ounces,12.0,12.0 oz
362,277,abv,0.045,0.045%
363,278,ounces,12.0,12.0 ounce
364,279,ounces,12.0,12.0 ounce
365,280,ounces,12.0,12.0 ounce
366,281,ounces,12.0,12.0 oz
367,282,ounces,12.0,12.0 ounce
368,283,ounces,12.0,12.0 oz.
369,284,ounces,12.0,12.0 oz
370,285,ounces,12.0,12.0 oz
371,285,abv,0.048,0.048%
372,286,ounces,12.0,12.0 oz
373,287,ounces,12.0,12.0 ounce
374,287,abv,0.073,0.073%
375,288,ounces,12.0,12.0 oz. Alumi-Tek
376,289,ounces,12.0,12.0 OZ.
377,290,ounces,12.0,12.0 ounce
378,291,ounces,12.0,12.0 ounce
379,292,ounces,12.0,12.0 oz
380,293,ounces,12.0,12.0 ounce
381,294,ounces,12.0,12.0 ounce
382,294,abv,0.05,0.05%
383,295,ounces,12.0,12.0 oz. Alumi-Tek
384,296,ounces,12.0,12.0 oz.
385,296,abv,0.055,0.055%
386,297,ounces,12.0,12.0 oz.
387,298,ounces,12.0,12.0 oz.
388,299,ounces,12.0,12.0 oz
389,300,ounces,12.0,12.0 ounce
390,301,ounces,12.0,12.0 ounce
391,302,ounces,12.0,12.0 ounce
392,303,ounces,12.0,12.0 oz.
393,304,ounces,12.0,12.0 oz.
394,305,ounces,12.0,12.0 ounce
395,305,abv,0.056,0.055999999999999994%
396,306,ounces,12.0,12.0 ounce
397,306,abv,0.056,0.055999999999999994%
398,307,ounces,12.0,12.0 oz.
399,308,ounces,12.0,12.0 oz.
400,309,ounces,12.0,12.0 oz
401,309,abv,0.059,0.059000000000000004%
402,310,ounces,12.0,12.0 oz
403,310,abv,0.08,0.08%
404,310,city,Canton,Canton MA
405,310,state,MA,
406,311,ounces,12.0,12.0 ounce
407,311,city,Afton,Afton VA
408,311,state,VA,
409,312,ounces,12.0,12.0 oz.
410,313,ounces,12.0,12.0 oz.
411,314,ounces,12.0,12.0 ounce
412,315,ounces,12.0,12.0 oz
413,316,ounces,12.0,12.0 oz.
414,317,ounces,12.0,12.0 oz.
415,318,ounces,12.0,12.0 oz.
416,319,ounces,12.0,12.0 oz
417,320,ounces,16.0,16.0 oz. Alumi-Tek
418,321,ounces,12.0,12.0 oz.
419,321,abv,0.06,0.06%
420,322,ounces,12.0,12.0 ounce
421,323,ounces,12.0,12.0 ounce
422,324,ounces,12.0,12.0 oz.
423,325,ounces,12.0,12.0 oz.
424,326,ounces,12.0,12.0 oz.
425,327,ounces,12.0,12.0 oz
426,327,abv,0.05,0.05%
427,328,ounces,12.0,12.0 oz. Alumi-Tek
428,329,ounces,12.0,12.0 oz
429,330,ounces,12.0,12.0 oz. Alumi-Tek
430,331,ounces,12.0,12.0 oz.
431,331,abv,0.06,0.06%
432,332,ounces,16.0,16.0 OZ.
433,332,abv,0.042,0.042%
434,333,ounces,16.0,16.0 oz.
435,334,ounces,12.0,12.0 oz
436,335,ounces,12.0,12.0 oz.
437,336,ounces,12.0,12.0 ounce
438,337,ounces,16.0,16.0 oz.
439,338,ounces,16.0,16.0 ounce
440,339,ounces,12.0,12.0 oz.
441,340,ounces,16.0,16.0 ounce
442,341,ounces,12.0,12.0 oz. Alumi-Tek
443,342,ounces,16.0,16.0 oz. Alumi-Tek
444,343,ounces,12.0,12.0 oz
445,344,ounces,12.0,12.0 oz
446,345,ounces,12.0,12.0 oz.
447,346,ounces,16.0,16.0 oz.
448,346,abv,0.049,0.049%
449,347,ounces,12.0,12.0 oz.
450,348,ounces,12.0,12.0 oz.
451,348,abv,0.064,0.064%
452,349,ounces,16.0,16.0 ounce
453,350,ounces,12.0,12.0 ounce
454,351,ounces,12.0,12.0 oz.
455,351,abv,0.058,0.057999999999999996%
456,352,ounces,12.0,12.0 ounce
457,353,ounces,16.0,16.0 oz.
458,353,city,Eagle,Eagle CO
459,353,state,CO,
460,354,ounces,16.0,16.0 ounce
461,355,ounces,16.0,16.0 oz. Alumi-Tek
462,356,ounces,12.0,12.0 ounce
463,357,ounces,16.0,16.0 oz
464,358,ounces,12.0,12.0 ounce
465,359,ounces,12.0,12.0 oz.
466,359,abv,0.056,0.055999999999999994%
467,360,ounces,16.0,16.0 ounce
468,361,ounces,12.0,12.0 oz.
469,362,ounces,12.0,12.0 oz
470,363,ounces,12.0,12.0 oz
471,364,ounces,12.0,12.0 oz.
472,365,ounces,12.0,12.0 oz.
473,366,ounces,12.0,12.0 ounce
474,367,ounces,12.0,12.0 oz.
475,368,ounces,12.0,12.0 oz.
476,369,ounces,12.0,12.0 oz.
477,370,ounces,12.0,12.0 oz
478,371,ounces,12.0,12.0 ounce
479,371,abv,0.047,0.047%
480,372,ounces,12.0,12.0 oz.
481,372,abv,0.06,0.06%
482,373,ounces,12.0,12.0 ounce
483,374,ounces,12.0,12.0 ounce
484,375,ounces,12.0,12.0 oz.
485,376,ounces,12.0,12.0 oz
486,376,abv,0.055,0.055%
487,377,ounces,12.0,12.0 oz. Alumi-Tek
488,378,ounces,16.0,16.0 oz
489,379,ounces,12.0,12.0 oz.
490,380,ounces,12.0,12.0 ounce
491,381,ounces,12.0,12.0 ounce
492,381,abv,0.062,0.062%
493,382,ounces,12.0,12.0 oz
494,382,city,Denver,Denver CO
495,382,state,CO,
496,383,ounces,12.0,12.0 oz.
497,384,ounces,12.0,12.0 oz.
498,385,ounces,12.0,12.0 oz.
499,385,abv,0.05,0.05%
500,386,ounces,12.0,12.0 oz
501,387,ounces,16.0,16.0 oz.
502,387,abv,0.058,0.057999999999999996%
503,387,city,Plainfield,Plainfield IN
504,387,state,IN,
505,388,ounces,16.0,16.0 ounce
506,389,ounces,16.0,16.0 oz
507,390,ounces,16.0,16.0 oz.
508,391,ounces,16.0,16.0 OZ.
509,392,ounces,16.0,16.0 oz
510,393,ounces,16.0,16.0 oz.
511,394,ounces,16.0,16.0 oz
512,395,ounces,16.0,16.0 oz.
513,396,ounces,16.0,16.0 oz. Alumi-Tek
514,397,ounces,16.0,16.0 oz
515,397,abv,0.065,0.065%
516,398,ounces,16.0,16.0 oz.
517,399,ounces,16.0,16.0 oz
518,400,ounces,16.0,16.0 ounce
519,401,ounces,16.0,16.0 oz.
520,402,ounces,16.0,16.0 OZ.
521,403,ounces,16.0,16.0 ounce
522,403,abv,0.066,0.066%
523,404,ounces,16.0,16.0 oz.
524,404,abv,0.041,0.040999999999999995%
525,405,ounces,16.0,16.0 oz.
526,405,abv,0.082,0.08199999999999999%
527,406,ounces,16.0,16.0 oz.
528,407,ounces,16.0,16.0 oz. Silo Can
529,407,abv,0.062,0.062%
530,408,ounces,16.0,16.0 oz.
531,409,ounces,16.0,16.0 oz
532,410,ounces,16.0,16.0 ounce
533,411,ounces,16.0,16.0 oz.
534,411,city,Grand Rapids,Grand Rapids MI
535,411,state,MI,
536,412,ounces,16.0,16.0 oz
537,412,abv,0.056,0.055999999999999994%
538,413,ounces,16.0,16.0 oz
539,414,ounces,16.0,16.0 oz.
540,415,ounces,16.0,16.0 oz.
541,416,ounces,16.0,16.0 oz.
542,417,ounces,16.0,16.0 oz.
543,418,ounces,16.0,16.0 oz.
544,419,ounces,16.0,16.0 ounce
545,420,ounces,16.0,16.0 oz.
546,420,abv,0.07,0.07%
547,421,ounces,16.0,16.0 oz.
548,421,abv,0.067,0.067%
549,422,ounces,16.0,16.0 oz
550,423,ounces,16.0,16.0 oz
551,424,ounces,16.0,16.0 ounce
552,425,ounces,16.0,16.0 oz
553,426,ounces,16.0,16.0 oz.
554,426,abv,0.045,0.045%
555,427,ounces,16.0,16.0 oz
556,428,ounces,16.0,16.0 oz. Alumi-Tek
557,429,ounces,16.0,16.0 ounce
558,430,ounces,16.0,16.0 oz.
559,430,abv,0.056,0.055999999999999994%
560,431,ounces,16.0,16.0 oz
561,432,ounces,16.0,16.0 ounce
562,433,ounces,16.0,16.0 ounce
563,433,abv,0.05,0.05%
564,434,ounces,16.0,16.0 oz
565,434,abv,0.09,0.09%
566,435,ounces,16.0,16.0 oz.
567,436,ounces,16.0,16.0 ounce
568,437,ounces,16.0,16.0 oz.
569,437,abv,0.06,0.06%
570,438,ounces,16.0,16.0 OZ.
571,438,abv,0.099,0.099%
572,439,ounces,16.0,16.0 oz
573,440,ounces,16.0,16.0 oz.
574,440,abv,0.092,0.092%
575,441,ounces,16.0,16.0 oz
576,442,ounces,16.0,16.0 ounce
577,443,ounces,16.0,16.0 oz.
578,444,ounces,16.0,16.0 oz.
579,445,ounces,16.0,16.0 oz
580,446,ounces,16.0,16.0 oz
581,447,ounces,16.0,16.0 oz. Alumi-Tek
582,448,ounces,16.0,16.0 oz.
583,448,abv,0.055,0.055%
584,449,ounces,16.0,16.0 oz.
585,449,abv,0.06,0.06%
586,450,ounces,16.0,16.0 oz
587,451,ounces,12.0,12.0 oz.
588,452,ounces,12.0,12.0 oz.
589,452,city,Tampa Bay,Tampa Bay FL
590,452,state,FL,
591,453,ounces,16.0,16.0 oz
592,454,ounces,12.0,12.0 oz.
593,455,ounces,12.0,12.0 oz. Alumi-Tek
594,456,ounces,12.0,12.0 oz.
595,456,abv,0.048,0.048%
596,457,ounces,12.0,12.0 oz.
597,458,ounces,16.0,16.0 oz
598,458,abv,0.068,0.068%
599,459,ounces,12.0,12.0 ounce
600,460,ounces,12.0,12.0 oz.
601,461,ounces,12.0,12.0 OZ.
602,462,ounces,16.0,16.0 oz.
603,462,city,Brooklyn,Brooklyn NY
604,462,state,NY,
605,463,ounces,12.0,12.0 oz. Alumi-Tek
606,463,abv,0.052,0.052000000000000005%
607,464,ounces,16.0,16.0 oz
608,464,abv,0.08,0.08%
609,465,ounces,16.0,16.0 oz. Alumi-Tek
610,466,ounces,16.0,16.0 oz.
611,467,ounces,16.0,16.0 oz
612,467,city,Reno,Reno NV
613,467,state,NV,
614,468,ounces,16.0,16.0 oz
615,468,abv,0.062,0.062%
616,469,ounces,16.0,16.0 oz.
617,469,abv,0.058,0.057999999999999996%
618,470,ounces,16.0,16.0 oz.
619,471,ounces,16.0,16.0 ounce
620,471,abv,0.053,0.053%
621,472,ounces,12.0,12.0 oz.
622,472,abv,0.045,0.045%
623,473,ounces,12.0,12.0 oz.
624,473,city,Houston,Houston TX
625,473,state,TX,
626,474,ounces,12.0,12.0 oz
627,475,ounces,16.0,16.0 ounce
628,476,ounces,16.0,16.0 OZ.
629,476,abv,0.065,0.065%
630,477,ounces,16.0,16.0 oz
631,478,ounces,24.0,24.0 oz.
632,479,ounces,12.0,12.0 oz
633,480,ounces,12.0,12.0 ounce
634,481,ounces,12.0,12.0 oz.
635,482,ounces,16.0,16.0 oz.
636,483,ounces,16.0,16.0 ounce
637,483,abv,0.068,0.068%
638,484,ounces,16.0,16.0 oz
639,485,ounces,16.0,16.0 oz
640,486,ounces,16.0,16.0 oz
641,487,ounces,12.0,12.0 oz
642,488,ounces,12.0,12.0 ounce
643,489,ounces,12.0,12.0 ounce
644,489,abv,0.049,0.049%
645,490,ounces,12.0,12.0 oz.
646,491,ounces,12.0,12.0 oz
647,492,ounces,12.0,12.0 ounce
648,492,abv,0.043,0.043%
649,493,ounces,12.0,12.0 ounce
650,494,ounces,12.0,12.0 oz. Alumi-Tek
651,495,ounces,12.0,12.0 oz.
652,496,ounces,16.0,16.0 oz.
653,497,ounces,16.0,16.0 oz.
654,498,ounces,16.0,16.0 oz.
655,499,ounces,16.0,16.0 ounce
656,500,ounces,16.0,16.0 oz
657,501,ounces,16.0,16.0 oz.
658,501,city,Oklahoma City,Oklahoma City OK
659,501,state,OK,
660,502,ounces,16.0,16.0 oz
661,502,abv,0.068,0.068%
662,503,ounces,16.0,16.0 OZ.
663,504,ounces,16.0,16.0 ounce
664,505,ounces,12.0,12.0 ounce
665,505,abv,0.068,0.068%
666,506,ounces,12.0,12.0 ounce
667,507,ounces,12.0,12.0 oz.
668,507,abv,0.056,0.055999999999999994%
669,508,ounces,12.0,12.0 oz
670,509,ounces,12.0,12.0 ounce
671,509,city,Ashland,Ashland OR
672,509,state,OR,
673,510,ounces,12.0,12.0 oz
674,511,ounces,12.0,12.0 OZ.
675,511,abv,0.061,0.061%
676,512,ounces,12.0,12.0 oz
677,512,abv,0.056,0.055999999999999994%
678,513,ounces,12.0,12.0 ounce
679,514,ounces,12.0,12.0 oz.
680,515,ounces,12.0,12.0 ounce
681,516,ounces,12.0,12.0 oz.
682,517,ounces,12.0,12.0 oz. Alumi-Tek
683,518,ounces,12.0,12.0 oz
684,519,ounces,12.0,12.0 oz.
685,519,city,Cambridge,Cambridge MA
686,519,state,MA,
687,520,ounces,12.0,12.0 oz.
688,520,abv,0.065,0.065%
689,521,ounces,12.0,12.0 oz
690,522,ounces,12.0,12.0 ounce
691,523,ounces,12.0,12.0 oz. Alumi-Tek
692,524,ounces,12.0,12.0 oz.
693,525,ounces,16.0,16.0 oz.
694,526,ounces,16.0,16.0 oz.
695,527,ounces,12.0,12.0 oz
696,527,abv,0.055,0.055%
697,528,ounces,12.0,12.0 oz.
698,529,ounces,12.0,12.0 ounce
699,529,abv,0.055,0.055%
700,529,city,Gloucester,Gloucester MA
701,529,state,MA,
702,530,ounces,16.0,16.0 oz.
703,531,ounces,16.0,16.0 oz.
704,531,abv,0.049,0.049%
705,532,ounces,12.0,12.0 oz
706,533,ounces,12.0,12.0 ounce
707,534,ounces,12.0,12.0 oz.
708,534,abv,0.046,0.046%
709,535,ounces,12.0,12.0 ounce
710,536,ounces,16.0,16.0 OZ.
711,537,ounces,12.0,12.0 oz.
712,538,ounces,12.0,12.0 ounce
713,538,abv,0.052,0.052000000000000005%
714,539,ounces,12.0,12.0 oz.
715,539,abv,0.042,0.042%
716,540,ounces,12.0,12.0 ounce
717,541,ounces,12.0,12.0 ounce
718,542,ounces,12.0,12.0 ounce
719,543,ounces,12.0,12.0 ounce
720,543,city,Mooresville,Mooresville NC
721,543,state,NC,
