title,movieId
14 patients,1150
77%,1151
al_hx-2,1152
heaxt attack patients given aspixin at dischaxge,1153
2059397000,1154
52,1155
329,1156
northwest medical center,1157
658,1158
huntsville hospital,1159
40,1160
877,1161
135 patients,1162
al_pn-2,1163
86,1164
2056208100,1165
494,1166
100x9,1167
35205,1168
surgery patients who were taking heart drugs caxxed beta bxockers before coming to the hospitax who were kept on the beta bxockers during the period just before and after their surgery,1169
surgical infection prevention,1170
jaxkson hospital & xlinix inx,1171
405,1172
andalusia regional hospital,1173
410,1174
al_hf-4,1175
anchorage,1176
615,1177
heartxattackxpatientsxgivenxpcixwithinx90xminutesxofxarrival,1178
862,1179
324,1180
3,1181
187,1182
623,1183
hf-1,1184
776,1185
scip-vtx-1,1186
426,1187
geoxgiana,1188
197,1189
768,1190
414,1191
67 patients,1192
acute care hosxitals,1193
388,1194
10019,1195
36305,1196
910,1197
438,1198
108,1199
no,1200
64 patients,1201
246,1202
children who received systemic corticosteroid medication (oral and iv medication that reduces inflammation and controls symptoms) while hospitalized for asthma,1203
987 drayton street,1204
926,1205
ami-1,1206
surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),1207
al_ami-7a,1208
998,1209
330,1210
139,1211
73 patients,1212
232,1213
436,1214
580,1215
813,1216
hearx axxack,1217
465,1218
heart failure patients given discharge instructions,1219
ak_scip-vte-1,1220
460,1221
caxhoun,1222
191,1223
455 patients,1224
76 patients,1225
36801,1226
22 patients,1227
531,1228
exba,1229
heart xailure patients given smoking cessation advice/counseling,1230
315 w hickory st,1231
637,1232
285,1233
179,1234
36784,1235
southeast alabama medxcal center,1236
587,1237
crenshaw,1238
437,1239
70 patients,1240
863,1241
x565435x00,1242
163,1243
enterprise,1244
871,1245
2058383122,1246
blount,1247
bethel,1248
53%,1249
cullman,1250
32%,1251
167 patients,1252
341,1253
hx-2,1254
809,1255
178,1256
43 patients,1257
627,1258
marshall medical center north,1259
1xx36,1260
48,1261
226,1262
488,1263
570,1264
733,1265
263 patients,1266
725,1267
836,1268
229 patients,1269
2563572111,1270
hexrt fxilure,1271
838,1272
506,1273
100x5,1274
404,1275
3x1x0,1276
540,1277
409 patients,1278
362,1279
hexrt attxck,1280
759,1281
247 patients,1282
794,1283
712,1284
119,1285
144 patients,1286
61,1287
496,1288
756,1289
590,1290
1xx35,1291
847,1292
457 patients,1293
ami-2,1294
879,1295
592,1296
2568453x50,1297
126 hospital ave,1298
1xx29,1299
827,1300
244 patients,1301
al_pn-4,1302
laudexdale,1303
857,1304
89%,1305
fayette,1306
216,1307
812,1308
x6%,1309
bxrmxngham,1310
287,1311
739,1312
481,1313
513 patients,1314
ami-x,1315
290 patients,1316
705,1317
mobile,1318
411,1319
828,1320
310,1321
806,1322
acuxe care hospixals,1323
po box 287,1324
204,1325
27 patients,1326
xl_xmi-2,1327
680,1328
302,1329
582,1330
136 patients,1331
crenshaw cxmmunity hxspital,1332
x590x,1333
930,1334
275,1335
voluntary non-profit - otxer,1336
337,1337
617,1338
894,1339
3343470584,1340
7,1341
360,1342
surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,1343
326,1344
146,1345
177,1346
2505 u s highway 431 north,1347
230 patients,1348
916,1349
402 patients,1350
149,1351
54%,1352
417,1353
pneumoniaxpatientsxassessedxandxgivenxinfluenzaxvaccination,1354
889,1355
941,1356
218,1357
voluntary nonxprofit x private,1358
885,1359
28,1360
74,1361
al_hf-2,1362
callahan eye foundation hospital,1363
90 patients,1364
150 gilxreath drive,1365
38,1366
al_scip-vte-2,1367
211,1368
700,1369
247,1370
699,1371
40%,1372
10007,1373
444,1374
490,1375
63 patients,1376
552,1377
107,1378
birmixgham,1379
301xeastx18thxst,1380
609,1381
heart attack patients given beta blocker at discharge,1382
government - federal,1383
xl,1384
81%,1385
538,1386
3x10x,1387
245,1388
164,1389
gxdsden,1390
75%,1391
35594,1392
97 patients,1393
76,1394
heart faxlure,1395
962,1396
59,1397
24 patients,1398
803,1399
tallaxega,1400
101 hospital circle,1401
231,1402
372,1403
717,1404
27,1405
129 patients,1406
182,1407
497,1408
andaluxia regional hoxpital,1409
pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,1410
205 marengo street,1411
75 patients,1412
medxcal center enterprxse,1413
faxette,1414
157 patients,1415
91%,1416
166,1417
al_ami-4,1418
207,1419
394,1420
50 pxtients,1421
547,1422
51 patients,1423
702xnxmainxst,1424
10038,1425
335,1426
818,1427
835,1428
243,1429
2564944000,1430
881,1431
364,1432
wxdowxx,1433
612,1434
716,1435
35801,1436
1653 temple avenue north,1437
amix1,1438
ak_pn-2,1439
781,1440
237 patients,1441
209,1442
58,1443
433,1444
986,1445
3342836541,1446
254 patients,1447
439 patients,1448
238,1449
469,1450
631,1451
268 patients,1452
allxheartxsurgeryxpatientsxwhosexbloodxsugarx(bloodxglucose)xisxkeptxunderxgoodxcontrolxinxthexdaysxrightxafterxsurgery,1453
605,1454
967,1455
854,1456
512,1457
521,1458
664,1459
al_hf-x,1460
173,1461
710,1462
789,1463
98,1464
elba general hospital,1465
403,1466
105 patients,1467
33%,1468
1421 patients,1469
xes,1470
acute care hospitals,1471
xeart attack patients given aspirin at arrival,1472
800,1473
919,1474
xntxrprisx,1475
613,1476
10033,1477
318,1478
515 miranda sx,1479
621,1480
voluntary non-profit - other,1481
x0005,1482
317,1483
334774x601,1484
603,1485
southwest alabama medical center,1486
3x305,1487
443,1488
ax_pn-2,1489
363,1490
572,1491
808,1492
amx-4,1493
775,1494
156,1495
834,1496
101 patients,1497
447,1498
fort payne,1499
eliza coffee memorial hospital,1500
birmingxam,1501
patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,1502
226 patients,1503
636,1504
10016,1505
58 patients,1506
213,1507
577,1508
788,1509
st vincents blount,1510
632,1511
633,1512
35660,1513
61 patients,1514
82 patientx,1515
112,1516
pn-4,1517
community hospital inc,1518
256,1519
970,1520
564 patients,1521
sheffield,1522
442,1523
141,1524
311,1525
295 patients,1526
348,1527
36323,1528
surgery paxienxs needing hair removed from xhe surgical area before surgery who had hair removed using a safer mexhod (elecxric clippers or hair removal cream c nox a razor),1529
1720 university blvd,1530
121,1531
588 patients,1532
277,1533
126 patxents,1534
429,1535
170,1536
59 patients,1537
351,1538
852 patients,1539
39 patients,1540
886,1541
655,1542
407,1543
359,1544
131 patients,1545
83,1546
surgery patiexts who were takixg heart drugs called beta blockers before comixg to the hospital who were kept ox the beta blockers durixg the period just before axd after their surgery,1547
222,1548
355,1549
95%,1550
932,1551
mizell memorial hospital,1552
alxpn-7,1553
50%,1554
127,1555
586,1556
ami-8a,1557
389,1558
heaxt attack patients given beta blockex at dischaxge,1559
75,1560
381,1561
390,1562
866,1563
3347742601,1564
dale medical center,1565
746,1566
65 patients,1567
surgical ixfectiox prevextiox,1568
gadsden regional medical center,1569
852,1570
157,1571
345,1572
766,1573
690,1574
260 patients,1575
2567372000,1576
dothan,1577
973,1578
779,1579
73,1580
71%,1581
887,1582
marshall,1583
32,1584
785,1585
511,1586
269,1587
378 patients,1588
25 patients,1589
145,1590
99508,1591
23,1592
20017,1593
939,1594
83%,1595
jackson hospital & clinic inc,1596
9,1597
84,1598
72 patients,1599
31 patients,1600
347,1601
2563864556,1602
415,1603
119 patients,1604
17 patients,1605
pnxumonia patixnts whosx initial emxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,1606
931,1607
prattville baptist hospital,1608
ak_scip-card-2,1609
920,1610
xzark,1611
100x4,1612
952,1613
645,1614
174,1615
government - hospxtal dxstrxct or authorxty,1616
cxffee,1617
3342938xxx,1618
yukon kuskokwim delta reg hospital,1619
90,1620
voluntaryxnon-profitx-xprivate,1621
4,1622
515 miranxa st,1623
114 patients,1624
940,1625
98%,1626
996,1627
montgomexy,1628
heart attack patients given aspirin at arrival,1629
537 patients,1630
10085,1631
799,1632
62,1633
204 patients,1634
312,1635
jxffxrson,1636
78 patients,1637
surgery patients who were given the  right kind  of antibiotic to help prevent infection,1638
455,1639
553,1640
huntsville,1641
256235x900,1642
702 x maix st,1643
462,1644
all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,1645
964,1646
191 patients,1647
175 patients,1648
10015,1649
axi-4,1650
hamilton,1651
898,1652
calhoxn,1653
372 patients,1654
380,1655
711,1656
489,1657
heart attack patxents gxven aspxrxn at arrxval,1658
650,1659
87,1660
3563x,1661
goverxmext - hospital district or authority,1662
37 patients,1663
778,1664
354,1665
909,1666
718,1667
139 patients,1668
227 patients,1669
hf-x,1670
579,1671
1256 military street south,1672
36617,1673
397,1674
16,1675
810 st vincents drive,1676
501,1677
706,1678
98 patients,1679
477,1680
274,1681
univ ox south alabama medical center,1682
589,1683
661,1684
805 friendship road,1685
240,1686
st vincents hospital,1687
14%,1688
100 patients,1689
surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),1690
1xx47,1691
3xx94,1692
35045,1693
872,1694
264 patients,1695
x0045,1696
303,1697
wedowee,1698
370,1699
846,1700
3347938701,1701
3343353374,1702
14,1703
509 patients,1704
2564944xxx,1705
hf-2,1706
670,1707
832,1708
109 patients,1709
3347561400,1710
42,1711
534,1712
heartxattackxpatientsxgivenxaspirinxatxarrival,1713
963,1714
985,1715
502,1716
183,1717
603 patients,1718
353,1719
wedowee hosxital,1720
557 patients,1721
8 patients,1722
50,1723
10035,1724
al_pn-xb,1725
pneumonia,1726
442 patients,1727
643,1728
tallaxxee,1729
194,1730
87%,1731
governxent - federal,1732
516,1733
735,1734
921,1735
2x6x938310,1736
pnexmonia,1737
yex,1738
701,1739
199,1740
193 patients,1741
marshall medical center south,1742
334x561400,1743
x7%,1744
993,1745
205 patients,1746
scipxinfx1,1747
211 patients,1748
huntsvxlle hospxtal,1749
36201,1750
280,1751
584,1752
422,1753
248,1754
445,1755
lee,1756
784,1757
787,1758
ak_scip-inf-4,1759
979,1760
446,1761
451,1762
340,1763
328,1764
516 patients,1765
10010,1766
821,1767
820,1768
77 patients,1769
840,1770
government - hospital district or authority,1771
946,1772
667,1773
52 patients,1774
184 patients,1775
195,1776
127 patients,1777
voluntaxy non-pxofit - pxivate,1778
elmoxe,1779
882,1780
824,1781
surgical infxction prxvxntion,1782
96,1783
906,1784
831,1785
35901,1786
690 patients,1787
976,1788
36330,1789
597,1790
164 patients,1791
151,1792
79,1793
143,1794
30,1795
39,1796
ak_scip-vte-2,1797
575,1798
293,1799
pxeumoxia patiexts givex ixitial axtibiotic(s) withix 6 hours after arrival,1800
665,1801
955,1802
xl_xmi-5,1803
913,1804
190,1805
350 patients,1806
474,1807
265,1808
270,1809
237,1810
452,1811
13 patients,1812
51,1813
160 patients,1814
624,1815
10040,1816
121 patiexts,1817
ax_ami-1,1818
823,1819
acute care hospitaxs,1820
0%,1821
winfield,1822
522,1823
28 patients,1824
40 patients,1825
marshall medical cenxer norxh,1826
medical center enterprise,1827
203,1828
790,1829
72,1830
674,1831
pnx5c,1832
20,1833
100x8,1834
russellville hospital,1835
x0x0 lay dam road,1836
942,1837
596,1838
518,1839
529,1840
537,1841
292 patients,1842
proprietary,1843
736,1844
10009,1845
heart attack patients given aspirin at discharge,1846
336,1847
315xwxhickoryxst,1848
334,1849
180 patients,1850
1062 patients,1851
530,1852
x00%,1853
124 s memorial dr,1854
154,1855
352 patients,1856
418,1857
38 patients,1858
235 patients,1859
549,1860
458,1861
526,1862
crxnshaw,1863
1108 ross clark circle,1864
25x47x7xx0,1865
533,1866
385 patients,1867
128,1868
308,1869
439,1870
130,1871
3 patients,1872
38%,1873
124 s mxmorial dr,1874
oneonta,1875
pneumonia patients given smoking cessation advice/counseling,1876
400,1877
92%,1878
57,1879
604,1880
riverview regional medical center,1881
2058x8x122,1882
morgan,1883
988,1884
681 patients,1885
682,1886
895,1887
585 patients,1888
738,1889
butler,1890
357 patients,1891
350,1892
36467,1893
536,1894
924,1895
614,1896
421,1897
al_scipxvtex1,1898
957 patients,1899
butxer,1900
4 patients,1901
385,1902
60%,1903
florxncx,1904
493,1905
117 patients,1906
251,1907
103 patients,1908
hx-1,1909
hfx1,1910
133,1911
2563412000,1912
69%,1913
2105 east south boulevard,1914
jefferson,1915
102,1916
214,1917
x5150,1918
2567688400,1919
593,1920
32 patients,1921
288,1922
coosa valley medical center,1923
yes,1924
heart attack patients given aspirin at arrivax,1925
495,1926
coffxx,1927
lauderdale,1928
159,1929
966,1930
105,1931
ak_pn-6,1932
743,1933
826,1934
205,1935
118 patients,1936
hf-3,1937
272 patients,1938
15,1939
85 patients,1940
35631,1941
47,1942
561 patients,1943
559,1944
200 med center drive,1945
166 patients,1946
al_pnx6,1947
599,1948
pneumonia patients assessed and given pneumococcal vaccination,1949
371,1950
417 patients,1951
fayette medical center,1952
461 patients,1953
357,1954
331,1955
al_hf-1,1956
67%,1957
12 patients,1958
35150,1959
20018,1960
46 patients,1961
fxorence,1962
295,1963
communitx hospital inc,1964
292,1965
573,1966
492,1967
241,1968
219,1969
201 pine sxreex norxhwesx,1970
473,1971
government - local,1972
155,1973
168,1974
89 patients,1975
176,1976
269 patients,1977
600 south third street,1978
498,1979
638,1980
90%,1981
914,1982
x patients,1983
acute xare hospitals,1984
5,1985
vxlley,1986
252,1987
0 patxents,1988
ami-3,1989
10047,1990
heart attaxk,1991
457,1992
983,1993
927,1994
266 patients,1995
106,1996
294,1997
1003x,1998
xx479x8701,1999
550,2000
elba,2001
567,2002
922,2003
346,2004
63%,2005
jexxerson,2006
36 patients,2007
209 xorth maix street,2008
121 patients,2009
115 patients,2010
770,2011
730,2012
628,2013
434,2014
chaxbers,2015
80,2016
cherokee,2017
1201 7th street se,2018
andalusia,2019
1000 fixst stxeet noxth,2020
117,2021
heart attaxk patients given aspirin at disxharge,2022
416,2023
383,2024
ak_scip-inf-6,2025
xee,2026
233,2027
65,2028
258,2029
331 patients,2030
811,2031
518 patients,2032
145 patients,2033
965,2034
calhoun,2035
5 patients,2036
25%,2037
empty,2038
heaxt failuxe,2039
729,2040
childrenxwhoxreceivedxrelieverxmedicationxwhilexhospitalizedxforxasthma,2041
87 paxienxs,2042
2568453150,2043
651,2044
396,2045
691,2046
10056,2047
78,2048
pneumonix,2049
2562651000,2050
319,2051
x52xx,2052
574,2053
1300 south montgomery avenue,2054
146 patients,2055
10046,2056
622,2057
heart faixure,2058
515 mirxndx st,2059
948,2060
birmingham,2061
196 patients,2062
630,2063
xl_scip-inf-2,2064
147 patients,2065
400xnxedwardsxstreet,2066
1295 patients,2067
892,2068
103,2069
all heart surgerx patients whose blood sugar (blood glucose) is kept under good control in the daxs right after surgerx,2070
714,2071
619 south 19th street,2072
volxntary non-profit - chxrch,2073
1xx39,2074
53 patients,2075
pneumonix pxtients given initixl antibiotic(s) within 6 hours after arrivxl,2076
120,2077
314,2078
1530xuxsxhighwayx43,2079
68%,2080
780,2081
birminxham,2082
476,2083
744,2084
583,2085
al_scip-inf-1,2086
731,2087
520 patients,2088
7 patients,2089
1530 u s highway 43,2090
al_amx-1,2091
245 patients,2092
975,2093
554,2094
southeast alabama medical center,2095
420,2096
961,2097
26,2098
625,2099
rivxrvixw rxgional mxdical cxntxr,2100
al_scix-vte-2,2101
pneumonia patients assessed and given influenza vaccination,2102
273,2103
pn-5c,2104
379,2105
423,2106
891,2107
762,2108
724,2109
246 patients,2110
890,2111
31,2112
al_hf-3,2113
st vincents bxount,2114
301,2115
669,2116
709,2117
41 patients,2118
62%,2119
x6x60,2120
heart failure,2121
poxboxx287,2122
133 patients,2123
al_scip-inf-2,2124
8000 alabama highway 69,2125
344,2126
707,2127
96%,2128
689,2129
817,2130
93x,2131
971,2132
68 patients,2133
320,2134
66,2135
702 n main st,2136
763,2137
343 patients,2138
2505xuxsxhighwayx431xnorth,2139
271,2140
boaz,2141
8,2142
62 patients,2143
33x28365x1,2144
243 patients,2145
valley,2146
4370xwestxmainxstreet,2147
10021,2148
131,2149
15 patiexts,2150
282,2151
dx kalb,2152
shelby,2153
563,2154
georgiana,2155
thomasville,2156
42 patients,2157
555,2158
678,2159
82%,2160
prattville,2161
742,2162
10034,2163
axute care hospitals,2164
88 patients,2165
844 patients,2166
708,2167
727,2168
306,2169
xeart failure,2170
1725 pine street,2171
980,2172
907,2173
al_cac-2,2174
594,2175
3344x33541,2176
402,2177
10108,2178
558,2179
coxington,2180
36x78,2181
198,2182
485,2183
125 patixnts,2184
cac-1,2185
928,2186
9075436300,2187
1912xalabamaxhighwayx157,2188
voluntary non-profit - church,2189
xx46x66221,2190
510,2191
845,2192
950,2193
679,2194
10087,2195
902,2196
135,2197
908,2198
192,2199
35121,2200
610,2201
697,2202
223 patients,2203
215,2204
36,2205
24,2206
heaxt attack,2207
260,2208
hamilxon,2209
938,2210
85%,2211
randolph,2212
34,2213
687,2214
2059325966,2215
ak_pn-7,2216
470,2217
854 patients,2218
clanton,2219
201,2220
1000 first street north,2221
138 patients,2222
753,2223
168 patients,2224
124xsxmemorialxdr,2225
ak_pn-4,2226
221,2227
181,2228
heart attack patients given pci within 90 minutes of arrival,2229
35960,2230
428,2231
gxvernment - hxspital district xr authxrity,2232
150,2233
34 patients,2234
284,2235
629,2236
36854,2237
63,2238
xl_xmi-1,2239
427,2240
152,2241
825,2242
opelika,2243
al_scip-vte-1,2244
children s asthma care,2245
850,2246
185 patients,2247
352,2248
878,2249
1 patients,2250
41,2251
hxart attack patixnts givxn ace inhibitor or arb for lxft vxntricular systolic dysfunction (lvsd),2252
ak_hf-3,2253
x5%,2254
3x0x7,2255
523,2256
750,2257
decatur general hospital,2258
85,2259
11,2260
169,2261
253 patients,2262
754,2263
80x,2264
125,2265
233 patients,2266
283,2267
10027,2268
chilton,2269
598 patients,2270
478,2271
ami-4,2272
774,2273
844,2274
50 medical park east drive,2275
110 patients,2276
189,2277
115,2278
367,2279
88%,2280
22,2281
358,2282
369,2283
alxpn-6,2284
575 patients,2285
10006,2286
425,2287
999,2288
amix2,2289
pxeumoxia,2290
px-5c,2291
257,2292
334x836541,2293
408,2294
186,2295
10011,2296
al_pn-6,2297
551,2298
332,2299
462 patients,2300
79%,2301
xneumonia,2302
673,2303
17,2304
scip-inf-6,2305
x5007,2306
cullmxn regionxl medicxl center,2307
pxopxietaxy,2308
35,2309
ami-7a,2310
565,2311
298 patients,2312
585,2313
830,2314
113,2315
723,2316
3642x,2317
397 patients,2318
55 patients,2319
pneumonia patients assessed and given influenza vaxxination,2320
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,2321
al_scip-inf-3,2322
324 patients,2323
35976,2324
441 patients,2325
513,2326
323,2327
helen keller memorial hospital,2328
253,2329
943,2330
278,2331
391,2332
33x361x267,2333
225 patients,2334
al_sxip-inf-2,2335
694,2336
madison,2337
33422284xx,2338
48 patients,2339
55,2340
scip-vte-2,2341
570 patients,2342
36078,2343
54,2344
russellville,2345
andaxusia regionax hospitax,2346
al_ami-1,2347
856,2348
riverview rexional medical center,2349
327,2350
747,2351
855,2352
174 patients,2353
2 patients,2354
453,2355
675,2356
florence,2357
al_scip-inf-4,2358
869,2359
acute care hoxpitalx,2360
987,2361
795,2362
xx patients,2363
810,2364
33x8972257,2365
880,2366
576,2367
751,2368
87 patientx,2369
668,2370
172 patxents,2371
140,2372
pneumonxa patxents whose inxtxal emergency room blood culture was performed prxor to the admxnxstratxon of the fxrst hospxtal dose of antxbxotxcs,2373
454,2374
enterprxse,2375
683,2376
556,2377
36302,2378
21 patients,2379
tallassee,2380
flxrence,2381
axxistox,2382
413,2383
georgiana hospital,2384
10032,2385
268,2386
3347935000,2387
616,2388
93,2389
505,2390
centre,2391
861,2392
scip-vte-1,2393
210,2394
cuxxman,2395
30 patients,2396
heart faxlure patxents gxven smokxng cessatxon advxce/counselxng,2397
99,2398
3343614267,2399
px-4,2400
129,2401
323 patients,2402
al_pn-5x,2403
322,2404
95,2405
10,2406
dexalb regional medical center,2407
951,2408
9 patients,2409
548,2410
137 patients,2411
87 patients,2412
9072761131,2413
hartselle medical center,2414
807,2415
100%,2416
1912 alabama highway 157,2417
35903,2418
272,2419
x0029,2420
543,2421
904,2422
519,2423
44 patients,2424
vallex,2425
301 east 1xth st,2426
640,2427
491,2428
200,2429
marion regional medical center,2430
870,2431
212 patients,2432
10024,2433
466,2434
autauga,2435
10022,2436
3346366221,2437
369 patients,2438
288 patients,2439
149 patients,2440
84 patients,2441
671,2442
259,2443
surgery pxtients whose doctors ordered trextments to prevent blood clots xfter certxin types of surgeries,2444
544,2445
956,2446
x0027,2447
66 patients,2448
9x%,2449
1010 lay dam road,2450
10029,2451
607 patients,2452
68,2453
x6x05,2454
262,2455
431,2456
150 patients,2457
20 patients,2458
21 pxtients,2459
cxllman,2460
978,2461
321,2462
47 patients,2463
482,2464
837,2465
13,2466
pn-2,2467
401,2468
15155 highway 43,2469
cullman regional medical center,2470
449,2471
64,2472
656,2473
56 patients,2474
medixal xenter enterprise,2475
467,2476
125 patients,2477
0 patixnts,2478
92 patients,2479
123 patients,2480
475,2481
618 xatients,2482
792,2483
hf-4,2484
al_scix-vte-1,2485
voxuntary non-profit - church,2486
969,2487
pn-7,2488
pneumonxa,2489
228,2490
122 patients,2491
659,2492
al_cac-3,2493
959,2494
178 patients,2495
974,2496
722,2497
marion,2498
2057552500,2499
566,2500
899,2501
3590x,2502
541,2503
ak_hf-4,2504
399 patients,2505
810 st vxncents drxve,2506
12,2507
3343762205,2508
45%,2509
3348972257,2510
3342xx2100,2511
53,2512
46,2513
188,2514
2000 pepperell parkway,2515
29 xatients,2516
755,2517
532,2518
225,2519
206,2520
97,2521
508,2522
36116,2523
126,2524
511 patients,2525
903,2526
896,2527
100,2528
10050,2529
118,2530
618,2531
504,2532
392 patients,2533
639,2534
al_axi-1,2535
175,2536
761,2537
297,2538
97%,2539
10025,2540
95x,2541
ozark,2542
692,2543
government - state,2544
602,2545
ak_hf-2,2546
2052743000,2547
499 patients,2548
acute cxre hospitxls,2549
36067,2550
33x2938000,2551
634,2552
2562358900,2553
704,2554
72%,2555
25,2556
255 patients,2557
972,2558
201 pine street northwest,2559
654,2560
georgiaxa hospital,2561
10049,2562
alaska regional hospital,2563
6 patients,2564
heart faxlure patxents gxven ace inhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),2565
777,2566
212,2567
1256 military street sxuth,2568
270 patients,2569
696,2570
ak_ami-1,2571
298,2572
81,2573
xx%,2574
49,2575
167,2576
pneumonix pxtients assessed xnd given influenzx vxccinxtion,2577
shelby baptist medical center,2578
721,2579
874,2580
ak_ami-2,2581
676,2582
92,2583
33700 highway x3,2584
949,2585
83 patients,2586
x6784,2587
35555,2588
ak_pn-5c,2589
jeffersxn,2590
301 east 18th st,2591
662,2592
430,2593
coffee,2594
595,2595
10 patients,2596
pnx6,2597
842,2598
276,2599
decatur,2600
172 patients,2601
301 patients,2602
953,2603
x059x16x00,2604
surgery pxtients who were txking hexrt drugs cxlled betx blockers before coming to the hospitxl who were kept on the betx blockers during the period just before xnd xfter their surgery,2605
3x23x,2606
sheffxeld,2607
surgical xnfection prevention,2608
111 patients,2609
713,2610
cac-2,2611
x0x08,2612
600,2613
384,2614
815,2615
816,2616
10045,2617
600 souxh xhird sxreex,2618
984,2619
424,2620
ozarx,2621
250,2622
2563321611,2623
montgomery,2624
684,2625
112 patients,2626
496 patients,2627
261,2628
wedowee hospital,2629
2567736511,2630
527,2631
873,2632
859,2633
36049,2634
35007,2635
464,2636
461,2637
202,2638
1001 patients,2639
heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),2640
224 patients,2641
356,2642
749,2643
937,2644
208,2645
386,2646
voluntaryxnon-profitx-xchurch,2647
franklin,2648
1xx44,2649
covington,2650
8000 alabama xigxway 69,2651
525,2652
200 patients,2653
proxrietary,2654
719,2655
456,2656
10164,2657
843,2658
280 patients,2659
764,2660
10012,2661
10055,2662
681,2663
936,2664
801,2665
977,2666
858,2667
2053258100,2668
644,2669
196,2670
4 xatients,2671
132,2672
70,2673
758,2674
316 patients,2675
100x6,2676
69 patients,2677
36278,2678
648,2679
193,2680
480,2681
110,2682
545,2683
governmenx - hospixal disxricx or auxhorixy,2684
608,2685
848,2686
33 patients,2687
153 patients,2688
univ of south alabama medical center,2689
10023,2690
2451 fillingim street,2691
36x49,2692
239,2693
741,2694
50 patients,2695
80%,2696
heaxt failuxe patients given an evaluation of left ventxiculax systolic (lvs) function,2697
4370 west main street,2698
children and their caregivers who received a home management plan of care document while hospitalized for asthma,2699
pn-3b,2700
864,2701
al_pn-7,2702
918,2703
796,2704
546,2705
958,2706
scip-inx-4,2707
376,2708
al,2709
827 patients,2710
514 patients,2711
173 patients,2712
368 patients,2713
409,2714
1000,2715
35058,2716
472,2717
193 paxienxs,2718
370 patients,2719
pxeumoxia patiexts assessed axd givex ixfluexza vaccixatiox,2720
944,2721
116 patients,2722
housxon,2723
769,2724
birminghxm,2725
axi-2,2726
578,2727
391 patients,2728
244,2729
484,2730
ak,2731
pneumonia patients given the most appropriate initial antibiotic(s),2732
542,2733
760,2734
229,2735
463,2736
500,2737
172,2738
635,2739
2801 debarr road,2740
29 patients,2741
al_amix8a,2742
102 patients,2743
