,0,1,2
1010,COL index VAL 239 COL ProviderNumber VAL 10012 COL HospitalName VAL dekalb regional medical center COL Address1 VAL 200 med center drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL fort payne COL State VAL al COL ZipCode VAL 35968 COL CountyName VAL xe kalb COL PhoneNumber VAL 2568453150 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voxuntary non-profit - church COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-2 COL MeasureName VAL surgery patients who were given the  right kind  of antibiotic to help prevent infection COL Score VAL xx% COL Sample VAL 147 patients COL Stateavg VAL al_scip-inf-2 ,COL ZipCode VAL 3x5968 ,1
1322,COL index VAL 189 COL ProviderNumber VAL 10010 COL HospitalName VAL marshall medical center north COL Address1 VAL 8000 alabama highway 69 COL Address2 VAL empty COL Address3 VAL empty COL City VAL guntersville COL State VAL al COL ZipCode VAL 35976 COL CountyName VAL marshall COL PhoneNumber VAL 2565718000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-2 COL MeasureName VAL surgery patients who were given the  right kind  of antibiotic to help prevent infection COL Score VAL 91% COL Sample VAL 64 patients COL Stateavg VAL al_scip-inf-2 ,COL PhoneNumber VAL xx657xxx0x ,1
358,COL index VAL 95 COL ProviderNumber VAL 10007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702xnxmainxst COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL xeart attack patients given aspirin at arrival COL Score VAL 60% COL Sample VAL 5 patients COL Stateavg VAL al_ami-1 ,COL Address1 VAL 702xnxmainxst ,1
1966,COL index VAL 203 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart failure COL MeasureCode VAL hf-2 COL MeasureName VAL heart failure patients given an evaluation of left ventricular systolic (lvs) function COL Score VAL 98% COL Sample VAL 372 patients COL Stateavg VAL al_hf-2 ,COL Score VAL x8% ,1
499,COL index VAL 196 COL ProviderNumber VAL 10011 COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-2 COL MeasureName VAL heart attack patients given aspirin at discharge COL Score VAL 96% COL Sample VAL 295 patients COL Stateavg VAL al_ami-2 ,COL HospitalName VAL st vincents east ,0
903,COL index VAL 729 COL ProviderNumber VAL 10035 COL HospitalName VAL cullman regional medical center COL Address1 VAL 1912 alabama highway 157 COL Address2 VAL empty COL Address3 VAL empty COL City VAL cullman COL State VAL al COL ZipCode VAL 35058 COL CountyName VAL cullman COL PhoneNumber VAL 2567372000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-3b COL MeasureName VAL pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics COL Score VAL 100% COL Sample VAL 138 patients COL Stateavg VAL al_pn-3b ,COL State VAL al ,0
322,COL index VAL 58 COL ProviderNumber VAL 10005 COL HospitalName VAL marshall medical center south COL Address1 VAL 2505xuxsxhighwayx431xnorth COL Address2 VAL empty COL Address3 VAL empty COL City VAL boaz COL State VAL al COL ZipCode VAL 35957 COL CountyName VAL marshall COL PhoneNumber VAL 2x6x938310 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-4 COL MeasureName VAL pneumonia patients given smoking cessation advice/counseling COL Score VAL 97% COL Sample VAL 98 patients COL Stateavg VAL al_pn-4 ,COL Address1 VAL 2505xuxsxhighwayx431xnorth ,1
303,COL index VAL 57 COL ProviderNumber VAL 10005 COL HospitalName VAL marshall medical center south COL Address1 VAL 2505 u s highway 431 north COL Address2 VAL empty COL Address3 VAL empty COL City VAL boxz COL State VAL al COL ZipCode VAL 35957 COL CountyName VAL marshall COL PhoneNumber VAL 2565938310 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-3b COL MeasureName VAL pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics COL Score VAL 97% COL Sample VAL 120 patients COL Stateavg VAL al_pn-xb ,COL HospitalName VAL marshall medical center south ,0
392,COL index VAL 671 COL ProviderNumber VAL 10033 COL HospitalName VAL university of alabama hospital COL Address1 VAL 619 south 19th street COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35233 COL CountyName VAL jefferson COL PhoneNumber VAL 2059344011 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - state COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-5 COL MeasureName VAL heart attack patients given beta blocker at discharge COL Score VAL 97% COL Sample VAL 331 patients COL Stateavg VAL al_ami-5 ,COL ProviderNumber VAL 10x33 ,1
1539,COL index VAL 380 COL ProviderNumber VAL 10087 COL HospitalName VAL univ of south alabama medical center COL Address1 VAL 2451 fillingim street COL Address2 VAL empty COL Address3 VAL empty COL City VAL mobile COL State VAL al COL ZipCode VAL 36617 COL CountyName VAL mobile COL PhoneNumber VAL 2514717110 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - state COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL heart attack patients given aspirin at arrival COL Score VAL 99% COL Sample VAL 86 patients COL Stateavg VAL al_ami-1 ,COL HospitalOwner VAL government - state ,0
2072,COL index VAL 579 COL ProviderNumber VAL 10025 COL HospitalName VAL g h lanier memorial hospital COL Address1 VAL 4800 48th st COL Address2 VAL empty COL Address3 VAL empty COL City VAL vallex COL State VAL al COL ZipCode VAL 36854 COL CountyName VAL xhambers COL PhoneNumber VAL 3347561400 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - other COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-3b COL MeasureName VAL pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics COL Score VAL 95% COL Sample VAL 43 patients COL Stateavg VAL al_pn-3b ,COL Sample VAL 43 patxents ,1
1566,COL index VAL 214 COL ProviderNumber VAL x00xx COL HospitalName VAL st vincents east COL Address1 VAL 50 medical park east drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35235 COL CountyName VAL jefferson COL PhoneNumber VAL 2058383122 COL HospitalType VAL acutx carx hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-2 COL MeasureName VAL surgery patients who were given the  right kind  of antibiotic to help prevent infection COL Score VAL 98% COL Sample VAL 473 patients COL Stateavg VAL al_sxip-inf-2 ,COL HospitalOwner VAL voluntary non-profit x- private ,1
1506,COL index VAL 260 COL ProviderNumber VAL 10015 COL HospitalName VAL southwest alabama medical center COL Address1 VAL 33700 highway 43 COL Address2 VAL empty COL Address3 VAL empty COL City VAL thomasville COL State VAL al COL ZipCode VAL 36784 COL CountyName VAL clarke COL PhoneNumber VAL 3346366221 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - federal COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-6 COL MeasureName VAL pneumonia patients given the most appropriate initial antibiotic(s) COL Score VAL 100% COL Sample VAL 26 patients COL Stateavg VAL al_pn-6 ,COL HospitalOwner VAL governmenXt - federal ,1
1934,COL index VAL 789 COL ProviderNumber VAL 10039 COL HospitalName VAL huntsville hospital COL Address1 VAL 101 sivley rd COL Address2 VAL empty COL Address3 VAL empty COL City VAL huntsville COL State VAL al COL ZipCode VAL 35801 COL CountyName VAL madison COL PhoneNumber VAL 2562651000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-x COL MeasureName VAL pneumonia patients assessed and given pneumococcal vaccination COL Score VAL 96% COL Sample VAL 509 patients COL Stateavg VAL al_pn-2 ,COL Score VAL 9x% ,1
204,COL index VAL 573 COL ProviderNumber VAL 10025 COL HospitalName VAL g h lanier memorial hospital COL Address1 VAL 4800 48th st COL Address2 VAL empty COL Address3 VAL empty COL City VAL valley COL State VAL ax COL ZipCode VAL 36854 COL CountyName VAL chambers COL PhoneNumber VAL 334x561400 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - otxer COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-8a COL MeasureName VAL heart attack patients given pci within 90 minutes of arrival COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-8a ,COL EmergencyService VAL yes ,0
1963,COL index VAL 31 COL ProviderNumber VAL 10001 COL HospitalName VAL southeast alabama medical center COL Address1 VAL 1108 ross clark circle COL Address2 VAL empty COL Address3 VAL empty COL City VAL dothan COL State VAL al COL ZipCode VAL 36302 COL CountyName VAL houston COL PhoneNumber VAL 3347938701 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-2 COL MeasureName VAL pneumonia patients assessed and given pneumococcal vaccination COL Score VAL 93% COL Sample VAL 191 patients COL Stateavg VAL al_pn-2 ,COL Score VAL 93% ,0
2275,COL index VAL 47 COL ProviderNumber VAL 10005 COL HospitalName VAL marshall medical center south COL Address1 VAL 2505 u s highway 431 north COL Address2 VAL empty COL Address3 VAL empty COL City VAL boaz COL State VAL xl COL ZipCode VAL 35957 COL CountyName VAL marshall COL PhoneNumber VAL 2565938310 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-3 COL MeasureName VAL heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd) COL Score VAL 100% COL Sample VAL 2 patients COL Stateavg VAL al_ami-3 ,COL Stateavg VAL al_ami-3 ,0
1445,COL index VAL 841 COL ProviderNumber VAL 10043 COL HospitalName VAL chilton medical center COL Address1 VAL 1010 lay dam road COL Address2 VAL empty COL Address3 VAL empty COL City VAL clanton COL State VAL al COL ZipCode VAL 35045 COL CountyName VAL chilton COL PhoneNumber VAL 2057552500 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-4 COL MeasureName VAL pneumonia patients given smoking cessation advice/counseling COL Score VAL 94% COL Sample VAL 16 patients COL Stateavg VAL al_pn-4 ,COL HospitalType VAL acute care hospitals ,0
252,COL index VAL 23 COL ProviderNumber VAL 10001 COL HospitalName VAL southeast alabama medical center COL Address1 VAL 1108 ross clark circle COL Address2 VAL empty COL Address3 VAL empty COL City VAL dothan COL State VAL al COL ZipCode VAL 36302 COL CountyName VAL houston COL PhoneNumber VAL 3347938701 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospxtal dxstrxct or authorxty COL EmergencyService VAL yes COL Condition VAL hearx axxack COL MeasureCode VAL ami-4 COL MeasureName VAL heart attack patients given smoking cessation advice/counseling COL Score VAL 100% COL Sample VAL 244 patients COL Stateavg VAL al_ami-4 ,COL State VAL al ,0
793,COL index VAL 803 COL ProviderNumber VAL 10040 COL HospitalName VAL gadsden regional medical center COL Address1 VAL 1007 goodyear avenue COL Address2 VAL empty COL Address3 VAL empty COL City VAL gadsden COL State VAL al COL ZipCode VAL 35903 COL CountyName VAL etowah COL PhoneNumber VAL 2564944000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL proprietary COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL heart attack patxents gxven aspxrxn at arrxval COL Score VAL 94% COL Sample VAL 123 patients COL Stateavg VAL al_ami-1 ,COL City VAL gadsden ,0
134,COL index VAL 387 COL ProviderNumber VAL 10087 COL HospitalName VAL univ of south alabama medical center COL Address1 VAL 2451 fillingim street COL Address2 VAL empty COL Address3 VAL empty COL City VAL mobile COL State VAL xl COL ZipCode VAL 36617 COL CountyName VAL mobile COL PhoneNumber VAL 25x47x7xx0 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - state COL EmergencyService VAL yes COL Condition VAL hxart failurx COL MeasureCode VAL hf-1 COL MeasureName VAL heart failure patients given discharge instructions COL Score VAL 83% COL Sample VAL 146 patients COL Stateavg VAL al_hf-1 ,COL ProviderNumber VAL 10087 ,0
367,COL index VAL 95 COL ProviderNumber VAL 10007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702xnxmainxst COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL heart attack COL MeasureCode VAL ami-1 COL MeasureName VAL xeart attack patients given aspirin at arrival COL Score VAL 60% COL Sample VAL 5 patients COL Stateavg VAL al_ami-1 ,COL EmergencyService VAL no ,0
1247,COL index VAL 955 COL ProviderNumber VAL 10047 COL HospitalName VAL georgiana hospital COL Address1 VAL 515 miranda st COL Address2 VAL empty COL Address3 VAL empty COL City VAL georgiana COL State VAL al COL ZipCode VAL 36033 COL CountyName VAL butler COL PhoneNumber VAL 3343762205 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-vte-2 COL MeasureName VAL patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery COL Score VAL empty COL Sample VAL empty COL Stateavg VAL al_scip-vte-2 ,COL PhoneNumber VAL 3343762205 ,0
85,COL index VAL 239 COL ProviderNumber VAL 10012 COL HospitalName VAL dekalb regional medical center COL Address1 VAL 200 med center drive COL Address2 VAL empty COL Address3 VAL empty COL City VAL fort payne COL State VAL al COL ZipCode VAL 35968 COL CountyName VAL xe kalb COL PhoneNumber VAL 2568453150 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voxuntary non-profit - church COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-2 COL MeasureName VAL surgery patients who were given the  right kind  of antibiotic to help prevent infection COL Score VAL xx% COL Sample VAL 147 patients COL Stateavg VAL al_scip-inf-2 ,COL PhoneNumber VAL 2568453150 ,0
1627,COL index VAL 814 COL ProviderNumber VAL 10040 COL HospitalName VAL gadsden regional medical center COL Address1 VAL 1007 goodyear avenue COL Address2 VAL empty COL Address3 VAL empty COL City VAL gadsden COL State VAL al COL ZipCode VAL 35903 COL CountyName VAL etowah COL PhoneNumber VAL 2564944000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL proprietary COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-2 COL MeasureName VAL pneumonia patients assessed and given pneumococcal vaccination COL Score VAL 96% COL Sample VAL 255 patients COL Stateavg VAL al_pn-2 ,COL EmergencyService VAL yes ,0
307,COL index VAL 57 COL ProviderNumber VAL 10005 COL HospitalName VAL marshall medical center south COL Address1 VAL 2505 u s highway 431 north COL Address2 VAL empty COL Address3 VAL empty COL City VAL boxz COL State VAL al COL ZipCode VAL 35957 COL CountyName VAL marshall COL PhoneNumber VAL 2565938310 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - hospital district or authority COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-3b COL MeasureName VAL pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics COL Score VAL 97% COL Sample VAL 120 patients COL Stateavg VAL al_pn-xb ,COL State VAL al ,0
1528,COL index VAL 272 COL ProviderNumber VAL 10016 COL HospitalName VAL shelby baptist medical center COL Address1 VAL 1000 first street north COL Address2 VAL empty COL Address3 VAL empty COL City VAL alabaster COL State VAL al COL ZipCode VAL 35007 COL CountyName VAL shelby COL PhoneNumber VAL 2056208100 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - church COL EmergencyService VAL yes COL Condition VAL heart attack COL MeasureCode VAL ami-3 COL MeasureName VAL heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd) COL Score VAL 100% COL Sample VAL 30 patients COL Stateavg VAL al_ami-3 ,COL HospitalOwner VAL volunxtary non-profit - church ,1
1857,COL index VAL 311 COL ProviderNumber VAL 10018 COL HospitalName VAL callahan eye foundation hospital COL Address1 VAL 1720 university blvd COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35233 COL CountyName VAL jefferson COL PhoneNumber VAL 2053258100 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL yes COL Condition VAL pneumonia COL MeasureCode VAL pn-7 COL MeasureName VAL pneumonia patients assessed and given influenza vaccination COL Score VAL empty COL Sample VAL empty COL Stateavg VAL al_pn-7 ,COL MeasureName VAL pneumonia patients assessed and given influenza vaccination ,0
2199,COL index VAL 342 COL ProviderNumber VAL 10055 COL HospitalName VAL flowers hospital COL Address1 VAL 4370 west main street COL Address2 VAL empty COL Address3 VAL empty COL City VAL dothan COL State VAL al COL ZipCode VAL 36305 COL CountyName VAL houston COL PhoneNumber VAL 3347935000 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL proprietary COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-1 COL MeasureName VAL surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection COL Score VAL 100% COL Sample VAL 950 patients COL Stateavg VAL al_scip-inf-1 ,COL Stateavg VAL al_scip-inf-1 ,0
287,COL index VAL 43 COL ProviderNumber VAL 10001 COL HospitalName VAL southeast alabama medical center COL Address1 VAL 1108 ross clark circle COL Address2 VAL empty COL Address3 VAL empty COL City VAL dothan COL State VAL xl COL ZipCode VAL 36302 COL CountyName VAL houston COL PhoneNumber VAL 3347938701 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL gxvernment - hxspital district xr authxrity COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-vte-1 COL MeasureName VAL surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries COL Score VAL 86% COL Sample VAL 185 patients COL Stateavg VAL al_scip-vte-1 ,COL City VAL dothan ,0
732,COL index VAL 689 COL ProviderNumber VAL 10033 COL HospitalName VAL university of alabama hospital COL Address1 VAL 619 south 19th street COL Address2 VAL empty COL Address3 VAL empty COL City VAL birmingham COL State VAL al COL ZipCode VAL 35233 COL CountyName VAL jefferson COL PhoneNumber VAL 2059344011 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL government - state COL EmergencyService VAL yes COL Condition VAL surgical infection prevention COL MeasureCode VAL scip-inf-6 COL MeasureName VAL surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor) COL Score VAL 97% COL Sample VAL 585 patients COL Stateavg VAL al_scip-inf-6 ,COL Address1 VAL 619xsouthx19thxstreet ,1
1018,COL index VAL 101 COL ProviderNumber VAL 10007 COL HospitalName VAL mizell memorial hospital COL Address1 VAL 702 n main st COL Address2 VAL empty COL Address3 VAL empty COL City VAL opp COL State VAL al COL ZipCode VAL 36467 COL CountyName VAL covington COL PhoneNumber VAL 3344933541 COL HospitalType VAL acute care hospitals COL HospitalOwner VAL voluntary non-profit - private COL EmergencyService VAL no COL Condition VAL heart attack COL MeasureCode VAL ami-8a COL MeasureName VAL heart attack patients given pci within 90 minutes of arrival COL Score VAL empty COL Sample VAL 0 patients COL Stateavg VAL al_ami-8a ,COL ZipCode VAL 36467x ,1
